,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen,age,class
732,fred Long,"8548 Ramirez Glens
Hillview, CO 99100", Male,30/3/1975, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,>50K, United-States, Private,1.1667590804424672,3.2560300882177637,0.41705960627757627,-0.049760330148127474,-0.22716575022407376,116.8828125,40.49028068,0.166973493,1.154958972,1.308528428,11.6269046,13.70368902,235.6414255,44.0,0.0
733,Keith Kearsley,"412 Price Isle
Shelleyview, WA 62115", female,24/11/1967, White, Divorced, Prof-specialty,f, Unmarried, Doctorate,<=50K, United-States, State-gov,2.48196212061727,-0.307121916819555,-2.464490595126845,0.7745746796839207,-0.22716575022407376,114.90813137356581,45.54463974,-0.447880355,0.46813225,12.38963211,44.75102465,3.5643800010000004,11.42250537,51.0,0.0
734,Randall Georgi,"91562 Kimberly Estate
Port Maryland, NH 40542", Male,16/3/1966, White, Married-civ-spouse, Prof-specialty,f, Husband, Prof-school,>50K, United-States, Private,2.0345253362746654,-0.307121916819555,0.5105102433255987,1.1906280386836128,-0.22716575022407376,111.6328125,44.7848801,0.29807790300000003,0.540273266,1.841973244,12.70645995,11.02936975,165.47236930000003,53.0,0.0
735,Avery Kulesza,"67806 Brown forest Apt. 872
North Stacybury, tX 23791", Male,9/9/1959, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.15076819656521867,-0.049760330148127474,-0.22716575022407376,28.1953125,39.21376883,4.269629379,18.15426232,103.80602009999998,68.92644096823608,0.095444496,-1.3582479180000002,60.0,1.0
736,Dennis Lepard,"9258 Chambers Roads
West tony, Vt 65669", Male,27/11/1955, White, Never-married, Prof-specialty,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.7098628559584353,-0.049760330148127474,-0.22716575022407376,120.07935514722146,58.02426955,-0.7238431470000001,-0.301723099,100.7779766139271,50.91212669,-0.817387345,0.76729726,64.0,0.0
737,Andre Byrne,"03745 Vazquez Centers Suite 928
East Kylemouth, CA 23454", Male,23/9/1978, White, Never-married, tech-support,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,1.7167773145312746,-1.9696934859887074,4.402072067962663,121.859375,42.182219,0.247988903,0.698647195,2.071906355,12.29867356,10.59097711,166.60815380000003,41.0,0.0
738,John Alcantar,"897 Davies Crescent Suite 652
Port Ericberg, NJ 39774", Male,21/7/1996, White, Married-civ-spouse, Adm-clerical,f, Husband, Bachelors,>50K, Germany, federal-gov,1.1667590804424672,-0.307121916819555,-2.0211152800068164,0.36102666530117616,-0.22716575022407376,116.8125,46.37799013,0.266196113,0.163232772,7.139632107000001,32.41453493,5.135426283999999,26.64986951,23.0,0.0
739,Jermaine Murphy,"6810 Young Alley
Michaelside, NY 29988", Male,7/12/1957, White, Never-married, Other-service,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,2.0092925937237625,-0.049760330148127474,-0.22716575022407376,114.5546875,52.61665738,0.13359981099999998,-0.310855156,1.4314381269999998,16.74042875,12.6183185,165.28438490000005,61.0,0.0
740,Charlie Jones,"0837 Martin River Suite 727
Gallegosport, Vt 98785", Male,3/9/1968, White, Never-married, tech-support,f,Not_in_family, Bachelors,>50K, United-States, Private,1.1667590804424672,-0.307121916819555,-1.405869371829782,-0.049760330148127474,-0.22716575022407376,128.765625,48.73725545,0.267473595,-0.18746491,8.357023411,34.83470945,4.278082331,17.80116972,51.0,0.0
741,francis Neil,"975 Long Creek
Jamesstad, fL 06692", Male,25/3/1963, White, Married-civ-spouse, Machine-op-inspct,f, Husband, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.6538111440977872,-0.049760330148127474,-0.22716575022407376,33.265625,38.0393473,4.194690057,18.18432479,34.2173913,58.24040161,1.776288941,2.5665772380000003,56.0,1.0
742,Michael Quintana,"Unit 4377 Box 7153
DPO AA 21187", female,14/12/1959, White, Divorced, Other-service,f,Own_child, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.825837088866123,-2.0470969109887007,-0.22716575022407376,70.09375,44.81253269,1.277516001,2.383786223,1.91638796,15.28534718,12.46154934,172.4740624,59.0,1.0
743,Charles Hines,"Unit 0067 Box 0452
DPO AE 39683", female,10/4/1980, White, Never-married, Adm-clerical,f,Own_child, Some-college,<=50K, United-States, State-gov,-0.06036390113009848,-0.307121916819555,-2.1254184032237298,-2.4292422623277368,-0.22716575022407376,126.1640625,53.82868911,0.082883472,-0.39652676,2.58277592,21.23465027,9.199609338,89.62196201,39.0,0.0
744,George Groys,"53821 Villarreal Viaduct Apt. 315
Port Elizabethland, IN 46809", female,23/4/1976, White, Separated, Other-service,f,Not_in_family, 10th,<=50K, United-States, Private,-1.5306909589764228,-0.307121916819555,1.323834824402697,-0.4574700075170363,-0.22716575022407376,119.5234375,46.91514362,0.058310711,0.32660048,2.361204013,20.6753444,9.506377231,93.94096789,43.0,0.0
745,Bradford Hayek,"04071 Brown falls Suite 940
West Erinside, NJ 67847", Male,17/10/1965, White, Married-civ-spouse, Machine-op-inspct,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.30257318756425594,-0.049760330148127474,-0.22716575022407376,107.328125,50.88975667,0.21180438,-0.202179714,37.88461538,71.95790341,1.57281182,0.813413253,54.0,0.0
746,Sonny Mcelhaney,"1838 Chavez trail Suite 104
New Cathyborough, WI 51764", Male,5/5/1971, White, Married-civ-spouse, Prof-specialty,f, Husband, HS-grad,>50K, Ecuador, Private,-0.44728577589804736,-0.307121916819555,-0.5104279224412738,0.36102666530117616,-0.22716575022407376,83.2265625,39.40935304,0.64813119,1.804153857,2.220735786,18.85980059,9.69029175,99.41382161,48.0,0.0
747,Lorenzo Gratz,"11532 Walker ford Suite 380
South Brianborough, tN 32958", Male,21/1/1965, White, Never-married, Craft-repair,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-1.7431869302389074,-1.6574119401277534,-0.22716575022407376,54.296875,34.24894145,3.117393103,13.91928796,62.39130435,75.5878239,1.066153855,0.016718351,54.0,1.0
748,Don Brann,"418 Marc Ridges
East Victorstad, CO 39067", female,1/3/1965, Black, Divorced, Other-service,f,Not_in_family, 10th,<=50K, Dominican-Republic, Private,-1.5306909589764228,-0.307121916819555,-0.1832639144081368,-0.21323372346394612,-0.22716575022407376,112.9765625,47.89612211,0.008196016,-0.443327616,2.189799331,13.81391849,9.847265076000001,128.6261595,54.0,0.0
749,Charles Hoffman,"4380 Jones Dam
Lake Carol, OR 18700", Male,21/5/1955, White, Married-civ-spouse, Machine-op-inspct,f, Husband, 1st-4th,<=50K, Portugal, Private,-2.7427672463247537,-0.307121916819555,1.2936434300468231,-0.049760330148127474,-0.22716575022407376,89.75,38.28205356,1.4444856419999998,4.454507616,16.37959866,50.97981158,3.02987136,7.792147776,64.0,1.0
750,Joey Beabout,"1877 Durham Port
South Sarahview, tX 85420", Male,7/11/1955, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,0.6733153166293302,0.36102666530117616,-0.22716575022407376,122.4609375,51.0457672,-0.043539364,0.008193438,1.009197324,9.705052421,18.19443105,279.7712816584098,63.0,0.0
751,Kevin Chauez,"38447 Rivera Harbor Suite 906
Lopezfort, NY 60708", Male,16/1/1974, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.6845252637018375,-0.4574700075170363,-0.22716575022407376,44.75,31.05816117,3.718064591,21.05271045,33.50334448,72.95280113,1.953728307,2.186839132,45.0,1.0
752,Dennis Pocai,"45524 Dunn Mission
Smithville, AL 53431", female,18/1/1980, White, Divorced, Adm-clerical,f,Not_in_family, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.289320799015686,-0.049760330148127474,-0.22716575022407376,101.3203125,41.21834649,0.137445218,0.563156666,1.015886288,11.37799533,14.92650567,265.5465533,39.0,0.0
753,Leroy Olivo,"Unit 1003 Box 0302
DPO AE 73585", Male,3/7/1984, White, Married-civ-spouse, Prof-specialty,f, Husband, Prof-school,>50K, United-States, Self-emp-not-inc,2.0345253362746654,-0.307121916819555,-0.8004478057793885,-0.8617005319262813,-0.22716575022407376,107.6015625,39.82939003,0.41132444,0.8735401620000001,0.543478261,9.966194495,13.153381895940361,227.14840492656413,35.0,0.0
754,David fleming,"Unit 9676 Box 3557
DPO AA 12445", female,1/7/1952, White, Never-married, Exec-managerial,f,Own_child, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.6797458022676292,-2.6536472093405434,-0.22716575022407376,122.28125,51.49073604,-0.050958491,-0.332310115,17.95735786,54.00240631,2.802043815,6.22985343,67.0,0.0
755,Wendell Kaufman,"16882 Lindsey Way
East Deborah, Mt 29624", Male,28/12/1992, White, Divorced, Exec-managerial,f,Not_in_family, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-1.8511608917411357,-0.4574700075170363,-0.22716575022407376,109.609375,43.14387891,0.113658715,0.20450187600000005,2.501672241,16.79019155,8.981319086000001,95.52634694,26.0,0.0
756,thomas Geiger,"72175 Robert Court Suite 094
Amandafort, OR 15063", female,22/11/1968, White, Never-married, Adm-clerical,f,Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.23712501411380585,-1.6574119401277534,-0.22716575022407376,31.5859375,31.90917955,4.246281784,21.9462402,59.47658863,67.30250648,0.939808852,-0.0626975,50.0,1.0
757,Josue Agee,"Unit 0467 Box 5308
DPO AA 87900", Male,30/5/1958, Asian-Pac-Islander, Never-married, Craft-repair,f,Not_in_family, HS-grad,<=50K, South, Private,-0.44728577589804736,-0.307121916819555,-0.10589569114780097,2.451870373258067,-0.22716575022407376,107.8671875,46.75557639,0.348628709,0.226069149,2.571906355,19.06266764,8.968253792,87.83423886,61.0,0.0
758,Joseph Goldizen,"76471 Darren View Suite 939
Lake Jasonview, Ct 38390", Male,9/4/1959, White, Married-civ-spouse, Machine-op-inspct,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.3594683577758573,-0.049760330148127474,-0.22716575022407376,42.578125,35.29554004,4.004084828,19.06477864,19.4264214,50.23405523,2.93287445,8.147740657,60.0,1.0
759,Peter Simon,"4773 Matthews Mountain Apt. 590
West Brian, NE 91719", female,22/8/1972, Black, Divorced, Adm-clerical,f, Unmarried, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.0358807205381806,-0.049760330148127474,-0.22716575022407376,88.8984375,35.54373183,0.406385761,2.79020942,2.847826087,16.44704445,7.461010938999999,71.21221042,47.0,0.0
760,Brandon Moore,"02450 Crystal Route
New Jeffrey, KS 50237", Male,23/2/1977, White, Married-civ-spouse, Other-service,f, Husband, Assoc-voc,<=50K, United-States, Private,0.33804302885987203,-0.307121916819555,1.7668258593775152,-0.049760330148127474,-0.22716575022407376,106.8515625,48.63866933,0.319317467,0.548142414,1.491638796,13.83161145,12.46782468,180.2984337,42.0,0.0
761,Rudolph Bourque,"USNV Sanchez
fPO AA 39214", Male,26/6/1973, White, Married-civ-spouse, farming-fishing,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,0.03209844712431096,-0.8617005319262813,-0.22716575022407376,61.03125,34.26230105,2.813587479,13.14913531,24.33779264,54.4898623,2.57322153,5.97624269,46.0,1.0
762,James farrell,"PSC 2871, Box 0176
APO AE 91844", female,26/12/1972, White, Married-civ-spouse, Adm-clerical,f, Wife, Masters,>50K, United-States, Private,1.5959913061532025,-0.307121916819555,0.9975146623821026,-0.049760330148127474,-0.22716575022407376,137.0625,51.29552094,-0.07161733099999999,-0.34529163700000004,6.33361204,27.80525156,5.077817938,28.09468618,46.0,0.0
763,Stacey Wisdom,"3089 Angela Island Suite 596
Port Victoria, LA 26869", Male,26/5/1973, White, Never-married, Craft-repair,f,Other_relative, HS-grad,<=50K, Mexico, Private,-0.44728577589804736,-0.307121916819555,1.835736063730723,-0.4574700075170363,-0.22716575022407376,105.390625,48.90316234,0.352550342,-0.021712912,8.819397992999999,32.44090318,4.062713155,17.4688418,46.0,0.0
764,tim Evans,"835 Karen Harbor
Jeremyfort, MD 62505", Male,29/4/1969, White, Divorced, Sales,f,Not_in_family, Bachelors,>50K, United-States, Self-emp-not-inc,1.1667590804424672,-0.307121916819555,0.5873201455385689,0.7745746796839207,-0.22716575022407376,127.0703125,47.66356437,0.006552426,-0.123633698,0.85367893,11.19720588,16.1227024,296.5077377,50.0,0.0
765,William Roberts,"818 Kelly Shoals
Gregoryville, LA 34546", Male,13/4/1974, White, Married-civ-spouse, Sales,f, Husband, 11th,<=50K, United-States, Private,-1.1834549059276278,-0.307121916819555,1.1154559077100954,-1.4998430460982686,-0.22716575022407376,130.5859375,53.22953353,0.133408289,-0.297241641,2.743311037,22.36255299,8.508363784,74.03132420000001,45.0,0.0
766,Louis thompson,"6940 Ashley falls
Morrischester, MN 50678", Male,22/7/1966, White, Married-civ-spouse, Handlers-cleaners,f, Husband, Some-college,>50K, United-States, Private,-0.06036390113009848,3.25609509018207,0.22146942094903693,-0.049760330148127474,-0.22716575022407376,127.25,47.19921212,-0.112759085,0.230996173,2.280936455,13.28311491,10.16482714,141.7007632,53.0,0.0
767,Jimmy Lebowitz,"377 Katelyn Viaduct Suite 260
Martineztown, PA 27471", female,27/8/1985, White, Divorced, tech-support,f,Not_in_family, Some-college,<=50K, United-States, Local-gov,-0.06036390113009848,3.2560384297968574,0.6857748814547662,-0.049760330148127474,-0.22716575022407376,127.1875,46.85712159,0.090197773,0.388836082,1.827759197,12.47118815,11.08330353,168.47623180000005,34.0,0.0
768,William Lamper,"53769 Alexander Mission
Lisaburgh, ME 62249", Male,22/12/1974, White, Married-civ-spouse, tech-support,f, Husband, Bachelors,<=50K, United-States, Private,1.1667590804424672,-0.307121916819555,-0.005794625131429532,0.6088416555221471,-0.22716575022407376,109.109375,40.53995606,0.137628669,0.583859754,2.507525084,13.54383853,9.223733299,122.842867,45.0,0.0
769,Michael Clay,"Unit 3814 Box 8581
DPO AP 69687", Male,4/2/1964, White, Married-civ-spouse, farming-fishing,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.13111275119353155,-0.4574700075170363,-0.22716575022407376,147.40625,46.14624129999999,-0.5610487279999999,0.53555212,2.9506688960000003,17.15384084,8.361733344,86.42141027,55.0,0.0
770,Robert Plante,"598 William Drive Suite 972
Harringtontown, ME 60663", female,12/9/1947, White, Divorced, Adm-clerical,f, Unmarried, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-0.013645618658300912,-0.8617005319262813,-0.22716575022407376,129.2734375,50.50954657,0.204348661,-0.15323773,1.45819398,15.80887387,11.55165469,139.7703299,72.0,0.0
771,Alonzo Ellis,"USCGC Lee
fPO AP 61157", Male,24/4/1964, White, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,3.25599256793079,1.3162482157568745,-2.0470969109887007,-0.22716575022407376,127.78125,47.14802778,-0.159473969,0.299721713,3.781772575,22.06220384,6.9676732470000005,53.62233903,55.0,0.0
772,Samuel Hicks,"67095 Brandon forest Suite 183
Suarezborough, CA 57175", Male,11/11/1943, White, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, State-gov,1.1667590804424672,-0.307121916819555,0.05111433158414739,-2.0470969109887007,-0.22716575022407376,49.6484375,35.18002581,2.989773372,12.14572219,6.816053512000001,31.83774095,5.340635791,29.9632072,76.0,1.0
773,William Conner,"423 Randy Crescent
Cynthiaburgh, Ut 72816", Male,6/2/1964, White, Married-civ-spouse, Prof-specialty,f, Husband, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,-0.4544213870132452,-0.049760330148127474,-0.22716575022407376,121.4765625,41.51787357,-0.008793938000000001,0.959709897,1.078595318,12.22136309,14.81036677,253.9052542,55.0,0.0
774,Edmund Watson,"28239 Pineda Causeway
Baileyland, GA 10587", female,23/10/1975, White, Never-married, Craft-repair,f, Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,0.3013690234590359,-0.049760330148127474,-0.22716575022407376,102.1953125,51.75665093,0.4382639820000001,0.198736381,2.345317726,18.33076767,8.817626823,84.94159447,43.0,0.0
775,Johnnie Spoor,"99362 Cooper Cape
Popeside, MS 12896", Male,6/4/1972, White, Married-civ-spouse, Exec-managerial,f, Husband, Assoc-acdm,>50K, United-States, Private,0.7472751289507462,-0.307121916819555,-0.6170711874589968,1.6089756412038498,4.402072069634451,98.6953125,43.55161424,0.360589465,0.511606153,2.43729097,14.89832589,9.294356227,110.3263674,47.0,0.0
776,John Volker,"364 Alyssa Mountain
timville, Mt 26041", Male,27/11/1981, White, Married-civ-spouse, Handlers-cleaners,f, Husband, HS-grad,<=50K, United-States, Self-emp-not-inc,-0.44728577589804736,-0.307121916819555,1.2633350901774691,-0.049760330148127474,-0.22716575022407376,136.8515625,45.92471588,-0.07319758900000001,-0.104818592,2.338628763,15.7168682,10.37269733,132.7642912,37.0,0.0
777,Melvin Mcgrane,"488 Dale Summit Apt. 654
North Stephanietown, NC 39960", Male,18/5/1974, White, Never-married, Handlers-cleaners,f,Other_relative, HS-grad,<=50K, United-States, Private,-0.44728577589804736,-0.307121916819555,1.5547451673331418,0.36102666530117616,-0.22716575022407376,40.7890625,30.65678258,5.1134810580000005,32.75232488,55.21237458,78.39269585,1.161472115,0.003675747,45.0,1.0
778,Edward Collins,"6574 Mcbride Lane
North Dean, AL 30658", Male,18/9/1993, White, Never-married, Craft-repair,f, Own_child, Some-college,<=50K, United-States, Private,-0.06036390113009848,-0.307121916819555,-1.1715018311031717,-0.8617005319262813,-0.22716575022407376,98.0703125,50.2747426,0.54293304,0.15306253,3.090301003,21.26961514,7.563348812999999,60.53945742,26.0,0.0
